,StockCode,ShortTrendOfNetSales,R2ShortTrendOfNetSales,ShortTrendOfOperatingProfit,R2ShortTrendOfOperatingProfit,MiddleTrendOfNetSales,R2MiddleTrendOfNetSales,MiddleTrendOfOperatingProfit,R2MiddleTrendOfOperatingProfit
0,13010,9.062037626243882,0.9869648940286484,27.512398851474803,0.8847152490729432,2.817166436984431,0.5240532288996942,30.30987806242308,0.8932120090282167
1,13320,7.4649879021669365,0.9490211692471774,-0.17523633848281792,0.000665761771627138,2.853210885863098,0.5013916264915583,5.340623867716329,0.3969167785003759
2,13330,6.141026030171238,0.5051936192619648,7.30995495909551,0.3042875089598387,1.9746190189175736,0.29295291432846793,9.363912124276126,0.5132281083377259
3,13760,2.823764336428176,0.9966355810851987,0.42016806722688926,0.04856115107913672,1.89943044394164,0.9078659263358664,2.229691876750699,0.29119350958802903
4,13770,8.72645268224269,0.9826144342467434,-1.172735518984069,0.45227511182285607,7.143949984290404,0.9498317326288926,10.432995797774858,0.798056615015126
5,13790,6.602738554920704,0.9059560509584236,-1.341707108192971,0.00027425263157543345,2.1335243984603496,0.5797215843004031,-26.529097508258225,0.3317035687304285
6,13800,8.554152587586696,0.996552684627357,-16.326530612244884,0.10714285714285698,7.086202078199233,0.9814735366227335,-13.119533527696792,0.08654166678537956
7,13810,2.1684134441633627,0.9617883593075571,-34.63724506853893,0.9957666076917296,3.092128069153212,0.9269832928204508,-7.4060276066294115,0.34475110277769916
8,13830,19.455087271179224,0.9954524818311775,399.9999999999999,0.721194879089616,10.465851730219548,0.8954703950259346,-29.670329670329686,0.009362389990847264
9,13840,11.321789547911935,0.8578062169938914,218.6274509803921,0.9679059460612858,9.61484648705522,0.8826600770486992,209.76657329598504,0.8813590029234095
10,14010,6.13191912495857,0.6975393353080245,10.932475884244365,0.6628440366972471,7.294379468724838,0.9247293193178683,11.322921451538816,0.6017375071797821
11,14070,-6.343674417718872,0.8352884015812383,11.047446722959393,0.0955931322852307,3.24412413654258,0.3277124758477655,23.005916479981625,0.777055252679248
12,14140,4.301967092255621,0.9051570374100472,9.590947036453013,0.9274242446585471,9.63066155385447,0.9343120948982,14.44790438204778,0.9660120067251665
13,14170,6.599301430391759,0.9363204845717669,-16.435576597903275,0.37549972225891215,6.5026714150043885,0.8922747026635385,3.9491210755523047,0.09429181931774688
14,14180,3.1103316655490785,0.5540579115357811,82.4324324324324,0.9876803182378007,-8.509826172177231,0.7624194287507826,1.945945945945947,0.0032008881947256373
15,14190,4.345173753438144,0.7930290744893012,14.980993755090957,0.9807886851345874,7.85666124921452,0.9588714784425602,17.35270160195493,0.9647292314292399
16,14200,5.267406472684072,0.12527186726236972,22.733612273361217,0.23351255385953995,-1.7998706311503252,0.09677586141155747,-6.150627615062769,0.0839206451702389
17,14290,13.17917288973579,0.9690586955160948,87.33681462140989,0.9561995660122192,9.2647827014619,0.9563605421823611,39.89556135770236,0.6776757503567334
18,14300,6.368656323954781,0.11405135916191333,-1.3052743740010797,0.1869355341015312,12.555351038653694,0.7156416140265457,3.2589999238907046,0.23156342627459392
19,14310,46.98275862068962,0.8180235918499843,-32.93413173652695,0.30149501661129585,39.37527989252128,0.8901247304342415,3.45594525235244,0.012720905340386057
20,14330,18.611731276638928,0.554031456800926,-9.758551307847073,0.011657132379299107,13.172315810838239,0.5712605107208742,-2.161540672607073,0.00395572713421688
21,14340,9.358115409552621,0.9735992006497968,-55.55555555555552,0.2071169827402516,2.790453549044428,0.3537605747931726,68.76543209876543,0.47965399867556835
22,14350,2.785884850092862,0.9502359323492303,38.21081830790567,0.9786382918369715,-14.277700467292256,0.521056040975808,129.01129383792352,0.1770401556599558
23,14380,9.874733475479728,0.9333392638189761,22.02380952380952,0.9777536768595916,7.032439841608279,0.8644097687793166,12.698412698412703,0.8675445391169636
24,14390,5.469567036184911,0.9255060701347568,7.727272727272717,0.9988479262672811,12.402067708488959,0.9238691100758826,4.53246753246753,0.055436536382773016
25,14430,-16.811210999471182,0.8602817869681033,-39.218328840970344,0.7680305467210041,-11.19317065800408,0.8398069928883163,-16.303427031189834,0.3936728350554176
26,14460,3.627747364980797,0.7904157043879904,42.80397022332505,0.8965336292695665,-1.7265649621234203,0.29680941690426055,-5.083303792981216,0.06865243510363206
27,14470,35.991838183108555,0.999421915922153,694.6153846153843,0.9720936461335244,37.25032951434653,0.9469771923497322,272.43956043956047,0.727732783270589
28,14500,17.452678857876144,0.9695434188383274,-2.1126760563380462,0.03148733567215434,19.888629176405885,0.9718323148422967,19.37808670203037,0.6686913812547993
29,14510,-1.4441783897036862,0.21018863878747873,-0.7389162561576369,0.04856115107913683,-2.4218582973446794,0.5902242605568637,-5.182969739619986,0.5367155584085013
30,14910,62.19526023358656,0.7426625005479681,3.7099494097807733,0.04027962716378153,50.89314737120611,0.9082706036761156,25.627559624186944,0.23114456073046075
31,15140,34.44990624841633,0.24461750413594718,407.621951219512,0.6613803093993404,15.560156662877988,0.26894027851528,547.787456445993,0.8215181683425521
32,15150,3.614272282203407,0.3519941497538124,-51.577751036234794,0.9341103688950664,7.934585759213711,0.7666602279594779,10.605695948656235,0.17340625806068943
33,15180,12.818683786425717,0.33428578578073587,72.89944241492013,0.07197736215837891,-0.7185694282468467,0.0070014326908501845,87.68094047847943,0.43996515164478
34,16050,38.58556004397828,0.45852949209546734,41.46729470503773,0.3550841915049887,28.119845005291396,0.6628510644712298,30.928512241236128,0.5518006417433443
35,16620,9.601462795731013,0.34341549007945926,462.4081279723302,0.25600807204790244,2.400733530220804,0.09492181289407309,436.61046260268046,0.6559239211622593
36,16630,23.955840345865813,0.543766418414331,47.72401433691756,0.562112889781447,12.903530345976115,0.6087742940559063,32.036866359447004,0.7948066335756611
37,17120,4.625519622349051,0.42320070187773084,-3.619153674832939,0.006489603322676896,6.094553653209329,0.8618483914735844,22.268533248488705,0.5923934534393522
38,17160,2.6868513173248223,0.2939181355695376,-8.802011888431641,0.9628417879940064,6.979408848843226,0.8006127958974757,4.742308446012148,0.3353385994614655
39,17170,4.823151125401926,0.803863839359555,6.7829457364341055,0.8344686648501364,-1.4015209513601796,0.08039869622283469,4.07530454042082,0.6863269489222087
40,17180,6.158805564981342,0.5988409746492224,-10.075757575757574,0.9822129266306361,0.4239662610887604,0.01817385952043582,-5.11688311688312,0.8244986761193971
41,17190,8.293306960838512,0.9985069232487609,-12.8735438122573,0.6712517759038182,1.353053440416034,0.18640822365162135,-3.769204794867463,0.2920796363035072
42,17200,7.379532158449419,0.9781911602471802,25.87438031564106,0.7627181969634151,-1.6852502457911602,0.07294190963538583,-18.02181808731134,0.4736049494425414
43,17210,-1.9747479674459276,0.5079429056635313,-12.707346811466799,0.5969988015639447,2.8115799614586416,0.4643801789014733,-2.0651438617242337,0.09782977024844153
44,17230,5.883495831567037,0.8977598322993373,7.4984247006931195,0.8247844994952247,4.045297644280262,0.7239030476088728,5.942028985507243,0.4210582221860951
45,17240,-0.39182939362795527,0.0002968857396022928,-68.83468834688344,0.3989463009226052,10.006606959330497,0.5307708565124784,8.207510646535042,0.03510785552327966
46,17260,11.160501957340937,0.7651142024726849,-8.621933621933616,0.13082623074973276,7.753892469071924,0.6538367862501036,2.057307771593483,0.008574117872298115
47,17300,8.24381130312938,0.7266508828812026,216.24999999999991,0.9410451515532637,-1.5433375592179905,0.0868725717317883,-18.0,0.017948244480202602
48,17360,6.479617513839946,0.9147367256625858,16.438746438746428,0.7888839216603108,2.632707839049055,0.3650755268702959,4.2702482702482705,0.26079213493971065
49,17390,20.547512631169834,0.9984514712142085,12.426556991774373,0.8919513070527003,14.27308311587363,0.9646105871782104,9.397347658217226,0.7595788176197625
50,17430,-0.6864870444926149,0.0760407292986176,-103.08641975308639,0.9871513521166643,-0.5409311448332806,0.018273564202208048,-3.830687830687835,0.006793878123227515
51,17580,11.474418604651145,0.9394291124711432,22.46543778801842,0.6478736454712739,8.356943521594685,0.9411580150395664,15.00987491770902,0.8093750324368649
52,17620,15.235663943616853,0.9198021949335445,15.171609999196196,0.9025080517075799,4.949703668108282,0.5664922613394763,0.8671787982132806,0.017021765098720443
53,17640,2.0169411207202903,0.034233055525400125,-25.669291338582674,0.6703080455130307,1.8738470391118174,0.15174210603650629,-20.157480314960633,0.5731167621461495
